team,season,week,games_played,wins,losses,win_rate,points_for,points_against,margin,points_per_game,points_allowed_per_game,margin_per_game,home_wins,home_losses,away_wins,away_losses
Middlebury,2024,8,3,2,1,0.6666666666666666,63.0,88.0,-25.0,21.0,29.333333333333332,-8.333333333333334,2,1,0,0
Middlebury,2024,10,4,3,1,0.75,87.0,109.0,-22.0,21.75,27.25,-5.5,3,1,0,0
Midwestern State,2022,3,1,0,1,0.0,27.0,59.0,-32.0,27.0,59.0,-32.0,0,1,0,0
Midwestern State,2022,4,2,1,1,0.5,55.0,80.0,-25.0,27.5,40.0,-12.5,1,1,0,0
Midwestern State,2022,6,3,2,1,0.6666666666666666,132.0,80.0,52.0,44.0,26.666666666666668,17.333333333333332,2,1,0,0
Midwestern State,2022,9,4,2,2,0.5,158.0,118.0,40.0,39.5,29.5,10.0,2,2,0,0
Midwestern State,2022,11,5,3,2,0.6,184.0,139.0,45.0,36.8,27.8,9.0,3,2,0,0
Midwestern State,2023,4,1,1,0,1.0,30.0,17.0,13.0,30.0,17.0,13.0,1,0,0,0
Midwestern State,2023,6,2,2,0,1.0,64.0,48.0,16.0,32.0,24.0,8.0,2,0,0,0
Midwestern State,2023,7,3,2,1,0.6666666666666666,77.0,69.0,8.0,25.666666666666668,23.0,2.6666666666666665,2,1,0,0
Midwestern State,2023,9,4,2,2,0.5,84.0,79.0,5.0,21.0,19.75,1.25,2,2,0,0
Midwestern State,2023,11,5,3,2,0.6,140.0,86.0,54.0,28.0,17.2,10.8,3,2,0,0
Midwestern State,2024,5,1,1,0,1.0,18.0,11.0,7.0,18.0,11.0,7.0,1,0,0,0
Midwestern State,2024,7,2,1,1,0.5,21.0,38.0,-17.0,10.5,19.0,-8.5,1,1,0,0
Midwestern State,2024,8,3,2,1,0.6666666666666666,61.0,59.0,2.0,20.333333333333332,19.666666666666668,0.6666666666666666,2,1,0,0
Midwestern State,2024,10,4,2,2,0.5,68.0,103.0,-35.0,17.0,25.75,-8.75,2,2,0,0
Midwestern State,2024,12,5,2,3,0.4,84.0,124.0,-40.0,16.8,24.8,-8.0,2,3,0,0
Miles College,2022,3,1,0,1,0.0,0.0,31.0,-31.0,0.0,31.0,-31.0,0,1,0,0
Miles College,2022,7,2,0,2,0.0,7.0,86.0,-79.0,3.5,43.0,-39.5,0,2,0,0
Miles College,2022,8,3,0,3,0.0,39.0,121.0,-82.0,13.0,40.333333333333336,-27.333333333333332,0,3,0,0
Miles College,2022,9,4,0,4,0.0,46.0,156.0,-110.0,11.5,39.0,-27.5,0,4,0,0
Miles College,2023,6,1,1,0,1.0,55.0,14.0,41.0,55.0,14.0,41.0,1,0,0,0
Miles College,2023,8,2,1,1,0.5,79.0,41.0,38.0,39.5,20.5,19.0,1,1,0,0
Miles College,2023,10,3,2,1,0.6666666666666666,107.0,62.0,45.0,35.666666666666664,20.666666666666668,15.0,2,1,0,0
Miles College,2024,6,1,1,0,1.0,42.0,32.0,10.0,42.0,32.0,10.0,1,0,0,0
Miles College,2024,7,2,2,0,1.0,58.0,39.0,19.0,29.0,19.5,9.5,2,0,0,0
Miles College,2024,10,3,3,0,1.0,90.0,60.0,30.0,30.0,20.0,10.0,3,0,0,0
Miles College,2024,12,4,4,0,1.0,127.0,63.0,64.0,31.75,15.75,16.0,4,0,0,0
Miles College,2024,13,5,5,0,1.0,180.0,88.0,92.0,36.0,17.6,18.4,5,0,0,0
Millersville,2022,3,1,0,1,0.0,10.0,16.0,-6.0,10.0,16.0,-6.0,0,1,0,0
Millersville,2022,6,2,0,2,0.0,24.0,61.0,-37.0,12.0,30.5,-18.5,0,2,0,0
Millersville,2022,8,3,1,2,0.3333333333333333,44.0,75.0,-31.0,14.666666666666666,25.0,-10.333333333333334,1,2,0,0
Millersville,2022,9,4,2,2,0.5,61.0,89.0,-28.0,15.25,22.25,-7.0,2,2,0,0
Millersville,2023,4,1,1,0,1.0,33.0,7.0,26.0,33.0,7.0,26.0,1,0,0,0
Millersville,2023,5,2,2,0,1.0,56.0,21.0,35.0,28.0,10.5,17.5,2,0,0,0
Millersville,2023,7,3,2,1,0.6666666666666666,87.0,59.0,28.0,29.0,19.666666666666668,9.333333333333334,2,1,0,0
Millersville,2023,10,4,2,2,0.5,104.0,92.0,12.0,26.0,23.0,3.0,2,2,0,0
Millersville,2023,11,5,2,3,0.4,135.0,126.0,9.0,27.0,25.2,1.8,2,3,0,0
Millersville,2024,4,1,0,1,0.0,7.0,36.0,-29.0,7.0,36.0,-29.0,0,1,0,0
Millersville,2024,6,2,0,2,0.0,21.0,78.0,-57.0,10.5,39.0,-28.5,0,2,0,0
Millersville,2024,7,3,0,3,0.0,38.0,135.0,-97.0,12.666666666666666,45.0,-32.333333333333336,0,3,0,0
Millersville,2024,10,4,0,4,0.0,65.0,170.0,-105.0,16.25,42.5,-26.25,0,4,0,0
Millikin,2022,4,1,1,0,1.0,28.0,14.0,14.0,28.0,14.0,14.0,1,0,0,0
Millikin,2022,6,2,2,0,1.0,51.0,35.0,16.0,25.5,17.5,8.0,2,0,0,0
Millikin,2022,8,3,2,1,0.6666666666666666,51.0,105.0,-54.0,17.0,35.0,-18.0,2,1,0,0
Millikin,2022,10,4,3,1,0.75,64.0,105.0,-41.0,16.0,26.25,-10.25,3,1,0,0
Millikin,2023,5,1,0,1,0.0,13.0,63.0,-50.0,13.0,63.0,-50.0,0,1,0,0
Millikin,2023,7,2,0,2,0.0,30.0,108.0,-78.0,15.0,54.0,-39.0,0,2,0,0
Millikin,2023,9,3,0,3,0.0,33.0,183.0,-150.0,11.0,61.0,-50.0,0,3,0,0
Millikin,2023,11,4,0,4,0.0,33.0,258.0,-225.0,8.25,64.5,-56.25,0,4,0,0
Millikin,2024,5,1,0,1,0.0,21.0,46.0,-25.0,21.0,46.0,-25.0,0,1,0,0
Millikin,2024,7,2,0,2,0.0,41.0,70.0,-29.0,20.5,35.0,-14.5,0,2,0,0
Millikin,2024,9,3,0,3,0.0,55.0,140.0,-85.0,18.333333333333332,46.666666666666664,-28.333333333333332,0,3,0,0
Millikin,2024,11,4,0,4,0.0,75.0,164.0,-89.0,18.75,41.0,-22.25,0,4,0,0
Millsaps,2022,3,1,0,1,0.0,21.0,49.0,-28.0,21.0,49.0,-28.0,0,1,0,0
Millsaps,2022,6,2,0,2,0.0,38.0,90.0,-52.0,19.0,45.0,-26.0,0,2,0,0
Millsaps,2022,8,3,1,2,0.3333333333333333,72.0,118.0,-46.0,24.0,39.333333333333336,-15.333333333333334,1,2,0,0
Millsaps,2022,10,4,1,3,0.25,79.0,149.0,-70.0,19.75,37.25,-17.5,1,3,0,0
Millsaps,2023,4,1,0,1,0.0,2.0,53.0,-51.0,2.0,53.0,-51.0,0,1,0,0
Millsaps,2023,6,2,0,2,0.0,44.0,106.0,-62.0,22.0,53.0,-31.0,0,2,0,0
Millsaps,2023,8,3,0,3,0.0,51.0,143.0,-92.0,17.0,47.666666666666664,-30.666666666666668,0,3,0,0
Millsaps,2023,10,4,0,4,0.0,71.0,202.0,-131.0,17.75,50.5,-32.75,0,4,0,0
Millsaps,2024,4,1,1,0,1.0,23.0,21.0,2.0,23.0,21.0,2.0,1,0,0,0
Millsaps,2024,7,2,1,1,0.5,37.0,49.0,-12.0,18.5,24.5,-6.0,1,1,0,0
Millsaps,2024,9,3,1,2,0.3333333333333333,57.0,73.0,-16.0,19.0,24.333333333333332,-5.333333333333333,1,2,0,0
Millsaps,2024,12,4,2,2,0.5,84.0,99.0,-15.0,21.0,24.75,-3.75,2,2,0,0
Minnesota,2022,2,2,2,0,1.0,66.0,20.0,46.0,33.0,10.0,23.0,2,0,0,0
Minnesota,2022,3,3,3,0,1.0,128.0,30.0,98.0,42.666666666666664,10.0,32.666666666666664,3,0,0,0
Minnesota,2022,5,4,4,0,1.0,177.0,37.0,140.0,44.25,9.25,35.0,4,0,0,0
Minnesota,2022,9,5,4,1,0.8,187.0,57.0,130.0,37.4,11.4,26.0,4,1,0,0
Minnesota,2022,11,6,5,1,0.8333333333333334,218.0,57.0,161.0,36.333333333333336,9.5,26.833333333333332,5,1,0,0
Minnesota,2022,12,7,6,1,0.8571428571428571,249.0,60.0,189.0,35.57142857142857,8.571428571428571,27.0,6,1,0,0
Minnesota,2023,2,2,2,0,1.0,43.0,34.0,9.0,21.5,17.0,4.5,2,0,0,0
Minnesota,2023,5,3,3,0,1.0,68.0,40.0,28.0,22.666666666666668,13.333333333333334,9.333333333333334,3,0,0,0
Minnesota,2023,6,4,4,0,1.0,103.0,64.0,39.0,25.75,16.0,9.75,4,0,0,0
Minnesota,2023,9,5,4,1,0.8,113.0,116.0,-3.0,22.6,23.2,-0.6,4,1,0,0
Minnesota,2023,10,6,5,1,0.8333333333333334,140.0,128.0,12.0,23.333333333333332,21.333333333333332,2.0,5,1,0,0
Minnesota,2023,13,7,5,2,0.7142857142857143,166.0,155.0,11.0,23.714285714285715,22.142857142857142,1.5714285714285714,5,2,0,0
Minnesota,2024,2,1,0,1,0.0,17.0,19.0,-2.0,17.0,19.0,-2.0,0,1,0,0
Minnesota,2024,3,2,1,1,0.5,65.0,19.0,46.0,32.5,9.5,23.0,1,1,0,0
Minnesota,2024,4,3,2,1,0.6666666666666666,92.0,19.0,73.0,30.666666666666668,6.333333333333333,24.333333333333332,2,1,0,0
Minnesota,2024,6,4,2,2,0.5,106.0,50.0,56.0,26.5,12.5,14.0,2,2,0,0
Minnesota,2024,9,5,3,2,0.6,130.0,67.0,63.0,26.0,13.4,12.6,3,2,0,0
Minnesota,2024,13,6,4,2,0.6666666666666666,178.0,90.0,88.0,29.666666666666668,15.0,14.666666666666666,4,2,0,0
Minnesota Duluth,2022,3,1,1,0,1.0,31.0,21.0,10.0,31.0,21.0,10.0,1,0,0,0
Minnesota Duluth,2022,5,2,2,0,1.0,59.0,27.0,32.0,29.5,13.5,16.0,2,0,0,0
Minnesota Duluth,2022,6,3,3,0,1.0,95.0,55.0,40.0,31.666666666666668,18.333333333333332,13.333333333333334,3,0,0,0
Minnesota Duluth,2022,7,4,4,0,1.0,144.0,69.0,75.0,36.0,17.25,18.75,4,0,0,0
Minnesota Duluth,2022,9,5,5,0,1.0,197.0,76.0,121.0,39.4,15.2,24.2,5,0,0,0
Minnesota Duluth,2023,3,1,1,0,1.0,47.0,10.0,37.0,47.0,10.0,37.0,1,0,0,0
Minnesota Duluth,2023,5,2,2,0,1.0,89.0,44.0,45.0,44.5,22.0,22.5,2,0,0,0
Minnesota Duluth,2023,7,3,3,0,1.0,127.0,58.0,69.0,42.333333333333336,19.333333333333332,23.0,3,0,0,0
Minnesota Duluth,2023,9,4,4,0,1.0,173.0,58.0,115.0,43.25,14.5,28.75,4,0,0,0
Minnesota Duluth,2023,10,5,4,1,0.8,204.0,96.0,108.0,40.8,19.2,21.6,4,1,0,0
Minnesota Duluth,2024,5,1,0,1,0.0,29.0,30.0,-1.0,29.0,30.0,-1.0,0,1,0,0
Minnesota Duluth,2024,7,2,1,1,0.5,91.0,30.0,61.0,45.5,15.0,30.5,1,1,0,0
Minnesota Duluth,2024,9,3,1,2,0.3333333333333333,112.0,54.0,58.0,37.333333333333336,18.0,19.333333333333332,1,2,0,0
Minnesota Duluth,2024,12,4,2,2,0.5,147.0,75.0,72.0,36.75,18.75,18.0,2,2,0,0
Minnesota Morris,2022,4,1,0,1,0.0,24.0,45.0,-21.0,24.0,45.0,-21.0,0,1,0,0
Minnesota Morris,2022,6,2,1,1,0.5,73.0,64.0,9.0,36.5,32.0,4.5,1,1,0,0
Minnesota Morris,2022,8,3,2,1,0.6666666666666666,101.0,76.0,25.0,33.666666666666664,25.333333333333332,8.333333333333334,2,1,0,0
Minnesota Morris,2022,11,4,3,1,0.75,148.0,76.0,72.0,37.0,19.0,18.0,3,1,0,0
Minnesota Morris,2023,3,1,0,1,0.0,28.0,49.0,-21.0,28.0,49.0,-21.0,0,1,0,0
Minnesota Morris,2023,7,2,0,2,0.0,40.0,87.0,-47.0,20.0,43.5,-23.5,0,2,0,0
Minnesota Morris,2023,9,3,1,2,0.3333333333333333,85.0,87.0,-2.0,28.333333333333332,29.0,-0.6666666666666666,1,2,0,0
Minnesota Morris,2023,11,4,2,2,0.5,141.0,110.0,31.0,35.25,27.5,7.75,2,2,0,0
Minnesota Morris,2024,7,1,1,0,1.0,17.0,16.0,1.0,17.0,16.0,1.0,1,0,0,0
Minnesota Morris,2024,9,2,2,0,1.0,49.0,23.0,26.0,24.5,11.5,13.0,2,0,0,0
Minnesota Morris,2024,12,3,2,1,0.6666666666666666,76.0,65.0,11.0,25.333333333333332,21.666666666666668,3.6666666666666665,2,1,0,0
Minnesota State Mankato,2022,4,1,1,0,1.0,17.0,10.0,7.0,17.0,10.0,7.0,1,0,0,0
Minnesota State Mankato,2022,7,2,2,0,1.0,48.0,38.0,10.0,24.0,19.0,5.0,2,0,0,0
Minnesota State Mankato,2022,10,3,3,0,1.0,91.0,58.0,33.0,30.333333333333332,19.333333333333332,11.0,3,0,0,0
Minnesota State Mankato,2022,11,4,4,0,1.0,136.0,82.0,54.0,34.0,20.5,13.5,4,0,0,0
Minnesota State Mankato,2022,12,5,5,0,1.0,176.0,95.0,81.0,35.2,19.0,16.2,5,0,0,0
Minnesota State Mankato,2023,4,1,1,0,1.0,31.0,14.0,17.0,31.0,14.0,17.0,1,0,0,0
Minnesota State Mankato,2023,6,2,2,0,1.0,73.0,24.0,49.0,36.5,12.0,24.5,2,0,0,0
Minnesota State Mankato,2023,7,3,3,0,1.0,97.0,45.0,52.0,32.333333333333336,15.0,17.333333333333332,3,0,0,0
Minnesota State Mankato,2023,9,4,4,0,1.0,142.0,59.0,83.0,35.5,14.75,20.75,4,0,0,0
Minnesota State Mankato,2023,11,5,5,0,1.0,172.0,71.0,101.0,34.4,14.2,20.2,5,0,0,0
Minnesota State Mankato,2024,4,1,1,0,1.0,31.0,29.0,2.0,31.0,29.0,2.0,1,0,0,0
Minnesota State Mankato,2024,6,2,2,0,1.0,71.0,35.0,36.0,35.5,17.5,18.0,2,0,0,0
Minnesota State Mankato,2024,9,3,2,1,0.6666666666666666,107.0,75.0,32.0,35.666666666666664,25.0,10.666666666666666,2,1,0,0
Minnesota State Mankato,2024,11,4,2,2,0.5,123.0,109.0,14.0,30.75,27.25,3.5,2,2,0,0
Minnesota State Mankato,2024,15,5,3,2,0.6,172.0,130.0,42.0,34.4,26.0,8.4,3,2,0,0
Minnesota State Moorhead,2022,3,1,0,1,0.0,14.0,27.0,-13.0,14.0,27.0,-13.0,0,1,0,0
Minnesota State Moorhead,2022,6,2,0,2,0.0,21.0,58.0,-37.0,10.5,29.0,-18.5,0,2,0,0
Minnesota State Moorhead,2022,7,3,1,2,0.3333333333333333,57.0,72.0,-15.0,19.0,24.0,-5.0,1,2,0,0
Minnesota State Moorhead,2022,10,4,1,3,0.25,64.0,118.0,-54.0,16.0,29.5,-13.5,1,3,0,0
Minnesota State Moorhead,2023,3,1,1,0,1.0,56.0,14.0,42.0,56.0,14.0,42.0,1,0,0,0
Minnesota State Moorhead,2023,5,2,2,0,1.0,94.0,31.0,63.0,47.0,15.5,31.5,2,0,0,0
Minnesota State Moorhead,2023,7,3,3,0,1.0,139.0,57.0,82.0,46.333333333333336,19.0,27.333333333333332,3,0,0,0
Minnesota State Moorhead,2023,9,4,4,0,1.0,192.0,97.0,95.0,48.0,24.25,23.75,4,0,0,0
Minnesota State Moorhead,2023,11,5,5,0,1.0,212.0,114.0,98.0,42.4,22.8,19.6,5,0,0,0
Minnesota State Moorhead,2024,5,1,0,1,0.0,17.0,44.0,-27.0,17.0,44.0,-27.0,0,1,0,0
Minnesota State Moorhead,2024,7,2,1,1,0.5,60.0,85.0,-25.0,30.0,42.5,-12.5,1,1,0,0
Minnesota State Moorhead,2024,9,3,1,2,0.3333333333333333,79.0,109.0,-30.0,26.333333333333332,36.333333333333336,-10.0,1,2,0,0
Minnesota State Moorhead,2024,11,4,2,2,0.5,117.0,115.0,2.0,29.25,28.75,0.5,2,2,0,0
Minot State,2022,3,1,0,1,0.0,10.0,24.0,-14.0,10.0,24.0,-14.0,0,1,0,0
Minot State,2022,5,2,0,2,0.0,20.0,73.0,-53.0,10.0,36.5,-26.5,0,2,0,0
Minot State,2022,7,3,0,3,0.0,34.0,132.0,-98.0,11.333333333333334,44.0,-32.666666666666664,0,3,0,0
Minot State,2022,10,4,0,4,0.0,44.0,170.0,-126.0,11.0,42.5,-31.5,0,4,0,0
Minot State,2023,3,1,0,1,0.0,23.0,28.0,-5.0,23.0,28.0,-5.0,0,1,0,0
Minot State,2023,5,2,0,2,0.0,48.0,80.0,-32.0,24.0,40.0,-16.0,0,2,0,0
Minot State,2023,7,3,0,3,0.0,70.0,128.0,-58.0,23.333333333333332,42.666666666666664,-19.333333333333332,0,3,0,0
Minot State,2023,8,4,1,3,0.25,87.0,138.0,-51.0,21.75,34.5,-12.75,1,3,0,0
Minot State,2024,3,1,1,0,1.0,38.0,7.0,31.0,38.0,7.0,31.0,1,0,0,0
Minot State,2024,5,2,2,0,1.0,55.0,21.0,34.0,27.5,10.5,17.0,2,0,0,0
Minot State,2024,7,3,3,0,1.0,81.0,43.0,38.0,27.0,14.333333333333334,12.666666666666666,3,0,0,0
Minot State,2024,10,4,3,1,0.75,88.0,63.0,25.0,22.0,15.75,6.25,3,1,0,0
Minot State,2024,12,5,3,2,0.6,126.0,105.0,21.0,25.2,21.0,4.2,3,2,0,0
Misericordia,2022,5,1,1,0,1.0,38.0,20.0,18.0,38.0,20.0,18.0,1,0,0,0
Misericordia,2022,6,2,1,1,0.5,52.0,48.0,4.0,26.0,24.0,2.0,1,1,0,0
Misericordia,2022,9,3,1,2,0.3333333333333333,64.0,95.0,-31.0,21.333333333333332,31.666666666666668,-10.333333333333334,1,2,0,0
Misericordia,2022,11,4,1,3,0.25,71.0,139.0,-68.0,17.75,34.75,-17.0,1,3,0,0
Misericordia,2023,2,1,0,1,0.0,14.0,24.0,-10.0,14.0,24.0,-10.0,0,1,0,0
Misericordia,2023,4,2,0,2,0.0,24.0,66.0,-42.0,12.0,33.0,-21.0,0,2,0,0
Misericordia,2023,6,3,1,2,0.3333333333333333,59.0,81.0,-22.0,19.666666666666668,27.0,-7.333333333333333,1,2,0,0
Misericordia,2023,9,4,2,2,0.5,84.0,89.0,-5.0,21.0,22.25,-1.25,2,2,0,0
Misericordia,2023,10,5,3,2,0.6,122.0,98.0,24.0,24.4,19.6,4.8,3,2,0,0
Misericordia,2024,4,1,1,0,1.0,24.0,14.0,10.0,24.0,14.0,10.0,1,0,0,0
Misericordia,2024,8,2,1,1,0.5,44.0,49.0,-5.0,22.0,24.5,-2.5,1,1,0,0
Misericordia,2024,9,3,2,1,0.6666666666666666,68.0,69.0,-1.0,22.666666666666668,23.0,-0.3333333333333333,2,1,0,0
Misericordia,2024,11,4,2,2,0.5,77.0,89.0,-12.0,19.25,22.25,-3.0,2,2,0,0
Mississippi College,2022,3,1,1,0,1.0,26.0,8.0,18.0,26.0,8.0,18.0,1,0,0,0
Mississippi College,2022,6,2,1,1,0.5,45.0,49.0,-4.0,22.5,24.5,-2.0,1,1,0,0
Mississippi College,2022,9,3,2,1,0.6666666666666666,80.0,70.0,10.0,26.666666666666668,23.333333333333332,3.3333333333333335,2,1,0,0
Mississippi College,2022,11,4,2,2,0.5,118.0,122.0,-4.0,29.5,30.5,-1.0,2,2,0,0
Mississippi College,2023,7,1,0,1,0.0,35.0,38.0,-3.0,35.0,38.0,-3.0,0,1,0,0
Mississippi College,2023,8,2,0,2,0.0,45.0,59.0,-14.0,22.5,29.5,-7.0,0,2,0,0
Mississippi College,2023,10,3,1,2,0.3333333333333333,83.0,80.0,3.0,27.666666666666668,26.666666666666668,1.0,1,2,0,0
Mississippi College,2024,4,1,0,1,0.0,7.0,27.0,-20.0,7.0,27.0,-20.0,0,1,0,0
Mississippi College,2024,7,2,0,2,0.0,14.0,56.0,-42.0,7.0,28.0,-21.0,0,2,0,0
Mississippi College,2024,9,3,0,3,0.0,14.0,82.0,-68.0,4.666666666666667,27.333333333333332,-22.666666666666668,0,3,0,0
Mississippi College,2024,11,4,1,3,0.25,56.0,89.0,-33.0,14.0,22.25,-8.25,1,3,0,0
Mississippi College,2024,12,5,2,3,0.4,91.0,96.0,-5.0,18.2,19.2,-1.0,2,3,0,0
Mississippi State,2022,4,1,1,0,1.0,49.0,23.0,26.0,49.0,23.0,26.0,1,0,0,0
Mississippi State,2022,5,2,2,0,1.0,94.0,37.0,57.0,47.0,18.5,28.5,2,0,0,0
Mississippi State,2022,6,3,3,0,1.0,136.0,61.0,75.0,45.333333333333336,20.333333333333332,25.0,3,0,0,0
Mississippi State,2022,10,4,4,0,1.0,176.0,78.0,98.0,44.0,19.5,24.5,4,0,0,0
Mississippi State,2022,11,5,5,0,1.0,215.0,111.0,104.0,43.0,22.2,20.8,5,0,0,0
Mississippi State,2022,12,6,5,1,0.8333333333333334,234.0,156.0,78.0,39.0,26.0,13.0,5,1,0,0
Mississippi State,2023,2,1,1,0,1.0,48.0,7.0,41.0,48.0,7.0,41.0,1,0,0,0
Mississippi State,2023,3,2,2,0,1.0,79.0,31.0,48.0,39.5,15.5,24.0,2,0,0,0
Mississippi State,2023,5,3,2,1,0.6666666666666666,93.0,72.0,21.0,31.0,24.0,7.0,2,1,0,0
Mississippi State,2023,6,4,2,2,0.5,110.0,112.0,-2.0,27.5,28.0,-0.5,2,2,0,0
Mississippi State,2023,10,5,3,2,0.6,151.0,140.0,11.0,30.2,28.0,2.2,3,2,0,0
Mississippi State,2023,12,6,3,3,0.5,154.0,164.0,-10.0,25.666666666666668,27.333333333333332,-1.6666666666666667,3,3,0,0
Mississippi State,2023,13,7,4,3,0.5714285714285714,195.0,184.0,11.0,27.857142857142858,26.285714285714285,1.5714285714285714,4,3,0,0
Mississippi State,2024,3,1,1,0,1.0,56.0,7.0,49.0,56.0,7.0,49.0,1,0,0,0
Mississippi State,2024,4,2,1,1,0.5,73.0,48.0,25.0,36.5,24.0,12.5,1,1,0,0
Mississippi State,2024,8,3,1,2,0.3333333333333333,101.0,93.0,8.0,33.666666666666664,31.0,2.6666666666666665,1,2,0,0
Mississippi State,2024,9,4,1,3,0.25,125.0,127.0,-2.0,31.25,31.75,-0.5,1,3,0,0
Mississippi State,2024,10,5,1,4,0.2,150.0,185.0,-35.0,30.0,37.0,-7.0,1,4,0,0
Mississippi State,2024,13,6,2,4,0.3333333333333333,195.0,205.0,-10.0,32.5,34.166666666666664,-1.6666666666666667,2,4,0,0
Mississippi Valley State,2022,6,1,0,1,0.0,17.0,28.0,-11.0,17.0,28.0,-11.0,0,1,0,0
Mississippi Valley State,2022,8,2,0,2,0.0,24.0,58.0,-34.0,12.0,29.0,-17.0,0,2,0,0
Mississippi Valley State,2022,10,3,0,3,0.0,59.0,103.0,-44.0,19.666666666666668,34.333333333333336,-14.666666666666666,0,3,0,0
Mississippi Valley State,2022,12,4,1,3,0.25,89.0,123.0,-34.0,22.25,30.75,-8.5,1,3,0,0
Mississippi Valley State,2023,5,1,0,1,0.0,21.0,24.0,-3.0,21.0,24.0,-3.0,0,1,0,0
Mississippi Valley State,2023,7,2,0,2,0.0,28.0,55.0,-27.0,14.0,27.5,-13.5,0,2,0,0
Mississippi Valley State,2023,8,3,1,2,0.3333333333333333,70.0,72.0,-2.0,23.333333333333332,24.0,-0.6666666666666666,1,2,0,0
Mississippi Valley State,2023,11,4,1,3,0.25,76.0,93.0,-17.0,19.0,23.25,-4.25,1,3,0,0
Mississippi Valley State,2024,8,1,0,1,0.0,21.0,42.0,-21.0,21.0,42.0,-21.0,0,1,0,0
Mississippi Valley State,2024,10,2,0,2,0.0,31.0,62.0,-31.0,15.5,31.0,-15.5,0,2,0,0
Mississippi Valley State,2024,13,3,0,3,0.0,47.0,79.0,-32.0,15.666666666666666,26.333333333333332,-10.666666666666666,0,3,0,0
Missouri,2022,3,2,1,1,0.5,69.0,51.0,18.0,34.5,25.5,9.0,1,1,0,0
Missouri,2022,5,3,2,1,0.6666666666666666,103.0,68.0,35.0,34.333333333333336,22.666666666666668,11.666666666666666,2,1,0,0
Missouri,2022,8,4,2,2,0.5,125.0,94.0,31.0,31.25,23.5,7.75,2,2,0,0
Missouri,2022,10,5,3,2,0.6,142.0,108.0,34.0,28.4,21.6,6.8,3,2,0,0
Missouri,2022,12,6,3,3,0.5,159.0,129.0,30.0,26.5,21.5,5.0,3,3,0,0
Missouri,2022,13,7,4,3,0.5714285714285714,204.0,143.0,61.0,29.142857142857142,20.428571428571427,8.714285714285714,4,3,0,0
Missouri,2023,2,1,1,0,1.0,35.0,10.0,25.0,35.0,10.0,25.0,1,0,0,0
Missouri,2023,3,2,2,0,1.0,58.0,29.0,29.0,29.0,14.5,14.5,2,0,0,0
Missouri,2023,4,3,3,0,1.0,88.0,56.0,32.0,29.333333333333332,18.666666666666668,10.666666666666666,3,0,0,0
Missouri,2023,6,4,4,0,1.0,122.0,83.0,39.0,30.5,20.75,9.75,4,0,0,0
Missouri,2023,8,5,4,1,0.8,161.0,132.0,29.0,32.2,26.4,5.8,4,1,0,0
Missouri,2023,11,6,5,1,0.8333333333333334,195.0,144.0,51.0,32.5,24.0,8.5,5,1,0,0
Missouri,2023,12,7,6,1,0.8571428571428571,231.0,151.0,80.0,33.0,21.571428571428573,11.428571428571429,6,1,0,0
Missouri,2024,2,2,2,0,1.0,78.0,24.0,54.0,39.0,12.0,27.0,2,0,0,0
Missouri,2024,3,3,3,0,1.0,116.0,24.0,92.0,38.666666666666664,8.0,30.666666666666668,3,0,0,0
Missouri,2024,4,4,4,0,1.0,143.0,45.0,98.0,35.75,11.25,24.5,4,0,0,0
Missouri,2024,8,5,5,0,1.0,173.0,72.0,101.0,34.6,14.4,20.2,5,0,0,0
Missouri,2024,11,6,6,0,1.0,194.0,89.0,105.0,32.333333333333336,14.833333333333334,17.5,6,0,0,0
Missouri,2024,14,7,7,0,1.0,224.0,112.0,112.0,32.0,16.0,16.0,7,0,0,0
Missouri S&T,2022,4,1,0,1,0.0,20.0,43.0,-23.0,20.0,43.0,-23.0,0,1,0,0
Missouri S&T,2022,5,2,0,2,0.0,30.0,60.0,-30.0,15.0,30.0,-15.0,0,2,0,0
Missouri S&T,2022,8,3,1,2,0.3333333333333333,61.0,84.0,-23.0,20.333333333333332,28.0,-7.666666666666667,1,2,0,0
Missouri S&T,2022,11,4,1,3,0.25,96.0,126.0,-30.0,24.0,31.5,-7.5,1,3,0,0
Missouri S&T,2023,4,1,0,1,0.0,20.0,48.0,-28.0,20.0,48.0,-28.0,0,1,0,0
Missouri S&T,2023,5,2,0,2,0.0,55.0,86.0,-31.0,27.5,43.0,-15.5,0,2,0,0
Missouri S&T,2023,6,3,0,3,0.0,68.0,112.0,-44.0,22.666666666666668,37.333333333333336,-14.666666666666666,0,3,0,0
Missouri S&T,2023,9,4,1,3,0.25,99.0,118.0,-19.0,24.75,29.5,-4.75,1,3,0,0
Missouri S&T,2023,11,5,2,3,0.4,156.0,138.0,18.0,31.2,27.6,3.6,2,3,0,0
Missouri S&T,2024,4,1,1,0,1.0,45.0,6.0,39.0,45.0,6.0,39.0,1,0,0,0
Missouri S&T,2024,6,2,1,1,0.5,59.0,27.0,32.0,29.5,13.5,16.0,1,1,0,0
Missouri S&T,2024,9,3,2,1,0.6666666666666666,124.0,51.0,73.0,41.333333333333336,17.0,24.333333333333332,2,1,0,0
Missouri S&T,2024,10,4,3,1,0.75,187.0,72.0,115.0,46.75,18.0,28.75,3,1,0,0
Missouri Southern State,2022,3,1,0,1,0.0,7.0,24.0,-17.0,7.0,24.0,-17.0,0,1,0,0
