season,id,name,position,team,conference,usage
2024,5120456,Kwinten Ives,RB,Nebraska,B1G,"{'overall': 0.027, 'pass': 0, 'rush': 0.058, 'firstDown': 0.031, 'secondDown': 0.015, 'thirdDown': 0.047, 'standardDowns': 0.025, 'passingDowns': 0.032}"
2024,5120970,Ismael Cisse,WR,Stanford,ACC,"{'overall': 0.063, 'pass': 0.11, 'rush': 0.015, 'firstDown': 0.052, 'secondDown': 0.096, 'thirdDown': 0.028, 'standardDowns': 0.064, 'passingDowns': 0.061}"
2024,5120971,Aziah Johnson,WR,Michigan State,B1G,"{'overall': 0.037, 'pass': 0.067, 'rush': 0.004, 'firstDown': 0.033, 'secondDown': 0.019, 'thirdDown': 0.07, 'standardDowns': 0.034, 'passingDowns': 0.044}"
2024,5120977,Maxwell Moss,WR,James Madison,SBC,"{'overall': 0.016, 'pass': 0.031, 'rush': 0, 'firstDown': 0, 'secondDown': 0.05, 'thirdDown': 0, 'standardDowns': 0, 'passingDowns': 0.063}"
2024,5121169,Darian Mensah,QB,Tulane,AAC,"{'overall': 0.407, 'pass': 0.951, 'rush': 0.088, 'firstDown': 0.347, 'secondDown': 0.37, 'thirdDown': 0.591, 'standardDowns': 0.339, 'passingDowns': 0.559}"
2024,5121334,Jayce Brown,WR,Kansas State,B12,"{'overall': 0.067, 'pass': 0.134, 'rush': 0.009, 'firstDown': 0.066, 'secondDown': 0.064, 'thirdDown': 0.065, 'standardDowns': 0.062, 'passingDowns': 0.078}"
2024,5121384,Ezekiel Avit,WR,Maryland,B1G,"{'overall': 0.014, 'pass': 0.022, 'rush': 0, 'firstDown': 0.033, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.021, 'passingDowns': 0}"
2024,5121453,Eli Finley,TE,Louisiana Tech,CUSA,"{'overall': 0.036, 'pass': 0.068, 'rush': 0, 'firstDown': 0.029, 'secondDown': 0.046, 'thirdDown': 0.035, 'standardDowns': 0.031, 'passingDowns': 0.045}"
2024,5121468,Jordon Harris,TE,Missouri,SEC,"{'overall': 0.018, 'pass': 0.034, 'rush': 0, 'firstDown': 0.024, 'secondDown': 0.021, 'thirdDown': 0, 'standardDowns': 0.02, 'passingDowns': 0.012}"
2024,5121541,Cam Wallace,RB,Penn State,B1G,"{'overall': 0.128, 'pass': 0, 'rush': 0.198, 'firstDown': 0.164, 'secondDown': 0.109, 'thirdDown': 0.048, 'standardDowns': 0.125, 'passingDowns': 0.135}"
2024,5121571,Ezell Jolly,RB,UTEP,CUSA,"{'overall': 0.178, 'pass': 0.031, 'rush': 0.284, 'firstDown': 0.188, 'secondDown': 0.213, 'thirdDown': 0.126, 'standardDowns': 0.201, 'passingDowns': 0.132}"
2024,5121601,Hunter Summers,WR,Arkansas State,SBC,"{'overall': 0.025, 'pass': 0.051, 'rush': 0, 'firstDown': 0.014, 'secondDown': 0.008, 'thirdDown': 0.075, 'standardDowns': 0.013, 'passingDowns': 0.048}"
2024,5121607,Ke'Marion Baldwin,RB,James Madison,SBC,"{'overall': 0.046, 'pass': 0, 'rush': 0.091, 'firstDown': 0.05, 'secondDown': 0.05, 'thirdDown': 0.037, 'standardDowns': 0.065, 'passingDowns': 0}"
2024,5121616,Grayson Tempest,WR,Tulsa,AAC,"{'overall': 0.031, 'pass': 0.051, 'rush': 0.011, 'firstDown': 0.02, 'secondDown': 0.038, 'thirdDown': 0.043, 'standardDowns': 0.021, 'passingDowns': 0.051}"
2024,5121636,Adam Parks,TE,New Mexico State,CUSA,"{'overall': 0.013, 'pass': 0.026, 'rush': 0, 'firstDown': 0.014, 'secondDown': 0.019, 'thirdDown': 0, 'standardDowns': 0.01, 'passingDowns': 0.017}"
2024,5121666,Kameran Shanks,WR,UAB,AAC,"{'overall': 0.096, 'pass': 0.152, 'rush': 0.024, 'firstDown': 0.089, 'secondDown': 0.102, 'thirdDown': 0.093, 'standardDowns': 0.081, 'passingDowns': 0.127}"
2024,5121696,Nate Burleson II,WR,Nevada,MWC,"{'overall': 0.017, 'pass': 0.032, 'rush': 0, 'firstDown': 0, 'secondDown': 0.017, 'thirdDown': 0.027, 'standardDowns': 0.009, 'passingDowns': 0.031}"
2024,5121709,Rickey Hunt,RB,Ohio,MAC,"{'overall': 0.096, 'pass': 0.018, 'rush': 0.149, 'firstDown': 0.11, 'secondDown': 0.096, 'thirdDown': 0.064, 'standardDowns': 0.096, 'passingDowns': 0.097}"
2024,5121720,Noah Meyers,TE,Western Kentucky,CUSA,"{'overall': 0.029, 'pass': 0.056, 'rush': 0, 'firstDown': 0.029, 'secondDown': 0.032, 'thirdDown': 0.03, 'standardDowns': 0.029, 'passingDowns': 0.03}"
2024,5121721,Jekail Middlebrook,RB,Middle Tennessee,CUSA,"{'overall': 0.141, 'pass': 0.064, 'rush': 0.259, 'firstDown': 0.172, 'secondDown': 0.144, 'thirdDown': 0.081, 'standardDowns': 0.159, 'passingDowns': 0.105}"
2024,5121750,Yamir Knight,WR,James Madison,SBC,"{'overall': 0.06, 'pass': 0.129, 'rush': 0.002, 'firstDown': 0.051, 'secondDown': 0.062, 'thirdDown': 0.087, 'standardDowns': 0.044, 'passingDowns': 0.097}"
2024,5121763,Za'Marion Webber,RB,Arkansas-Pine Bluff,,"{'overall': 0.092, 'pass': 0.004, 'rush': 0.185, 'firstDown': 0.106, 'secondDown': 0.102, 'thirdDown': 0.052, 'standardDowns': 0.108, 'passingDowns': 0.064}"
2024,5121782,Jaelen Smith,WR,Michigan State,B1G,"{'overall': 0.02, 'pass': 0.037, 'rush': 0, 'firstDown': 0, 'secondDown': 0.059, 'thirdDown': 0, 'standardDowns': 0.031, 'passingDowns': 0}"
2024,5121793,Peyton Streko,RB,Clemson,ACC,"{'overall': 0.024, 'pass': 0, 'rush': 0.051, 'firstDown': 0.023, 'secondDown': 0.034, 'thirdDown': 0, 'standardDowns': 0.031, 'passingDowns': 0}"
2024,5121879,Keshaun Singleton,WR,South Florida,AAC,"{'overall': 0.063, 'pass': 0.121, 'rush': 0, 'firstDown': 0.052, 'secondDown': 0.061, 'thirdDown': 0.094, 'standardDowns': 0.047, 'passingDowns': 0.097}"
2024,5121893,Tony Livingston,TE,Florida,SEC,"{'overall': 0.043, 'pass': 0.09, 'rush': 0, 'firstDown': 0.041, 'secondDown': 0.011, 'thirdDown': 0.089, 'standardDowns': 0.041, 'passingDowns': 0.049}"
2024,5121998,Lakota Dippre,TE,Charlotte,AAC,"{'overall': 0.014, 'pass': 0, 'rush': 0.032, 'firstDown': 0.029, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.021, 'passingDowns': 0}"
2024,5121998,Lakota Dippre,TE,Charlotte,,"{'overall': 0.014, 'pass': 0, 'rush': 0.032, 'firstDown': 0.029, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.021, 'passingDowns': 0}"
2024,5122006,Landon Sides,WR,North Texas,AAC,"{'overall': 0.035, 'pass': 0.057, 'rush': 0, 'firstDown': 0.033, 'secondDown': 0.031, 'thirdDown': 0.05, 'standardDowns': 0.034, 'passingDowns': 0.037}"
2024,5122018,Jacob Harris,TE,Bowling Green,MAC,"{'overall': 0.016, 'pass': 0.029, 'rush': 0, 'firstDown': 0.018, 'secondDown': 0, 'thirdDown': 0.04, 'standardDowns': 0.012, 'passingDowns': 0.024}"
2024,5122043,Jaylen Poe,RB,Northern Illinois,MAC,"{'overall': 0.117, 'pass': 0.043, 'rush': 0.167, 'firstDown': 0.138, 'secondDown': 0.121, 'thirdDown': 0.09, 'standardDowns': 0.131, 'passingDowns': 0.077}"
2024,5122054,Aidan Armenta,QB,UL Monroe,SBC,"{'overall': 0.33, 'pass': 0.765, 'rush': 0.069, 'firstDown': 0.278, 'secondDown': 0.276, 'thirdDown': 0.513, 'standardDowns': 0.258, 'passingDowns': 0.467}"
2024,5122072,Nic Trujillo,WR,New Mexico,MWC,"{'overall': 0.029, 'pass': 0.054, 'rush': 0.004, 'firstDown': 0.012, 'secondDown': 0.04, 'thirdDown': 0.061, 'standardDowns': 0.013, 'passingDowns': 0.072}"
2024,5122076,Cole Weaver,WR,Miami (OH),MAC,"{'overall': 0.049, 'pass': 0.128, 'rush': 0, 'firstDown': 0.021, 'secondDown': 0.094, 'thirdDown': 0.048, 'standardDowns': 0.026, 'passingDowns': 0.12}"
2024,5122081,Tyler Little,TE,Arkansas State,SBC,"{'overall': 0.013, 'pass': 0.025, 'rush': 0, 'firstDown': 0.008, 'secondDown': 0.01, 'thirdDown': 0.015, 'standardDowns': 0.02, 'passingDowns': 0}"
2024,5122082,Justin Stevenson,WR,Wyoming,MWC,"{'overall': 0.03, 'pass': 0.05, 'rush': 0.013, 'firstDown': 0.029, 'secondDown': 0.03, 'thirdDown': 0.036, 'standardDowns': 0.026, 'passingDowns': 0.037}"
2024,5122106,Jackson Worley,TE,Troy,SBC,"{'overall': 0.018, 'pass': 0.043, 'rush': 0, 'firstDown': 0, 'secondDown': 0.041, 'thirdDown': 0.026, 'standardDowns': 0.018, 'passingDowns': 0.019}"
2024,5122147,Vaughn Blue,RB,Liberty,CUSA,"{'overall': 0.055, 'pass': 0.026, 'rush': 0.071, 'firstDown': 0.052, 'secondDown': 0.081, 'thirdDown': 0.021, 'standardDowns': 0.057, 'passingDowns': 0.047}"
2024,5122162,Jordan Smith,WR,New Mexico State,CUSA,"{'overall': 0.021, 'pass': 0.038, 'rush': 0.008, 'firstDown': 0.016, 'secondDown': 0.014, 'thirdDown': 0.031, 'standardDowns': 0.014, 'passingDowns': 0.033}"
2024,5122286,Reece Thomas,WR,Lindenwood,,"{'overall': 0.04, 'pass': 0.084, 'rush': 0.003, 'firstDown': 0.036, 'secondDown': 0.037, 'thirdDown': 0.054, 'standardDowns': 0.039, 'passingDowns': 0.042}"
2024,5122403,Lorenzo Jenkins,WR,Bethune-Cookman,,"{'overall': 0.043, 'pass': 0.095, 'rush': 0, 'firstDown': 0.018, 'secondDown': 0.057, 'thirdDown': 0.07, 'standardDowns': 0.024, 'passingDowns': 0.076}"
2024,5122553,Peyton Lewis,RB,Tennessee,SEC,"{'overall': 0.101, 'pass': 0.018, 'rush': 0.162, 'firstDown': 0.097, 'secondDown': 0.103, 'thirdDown': 0.105, 'standardDowns': 0.101, 'passingDowns': 0.102}"
2024,5122554,Xavier Robinson,RB,Oklahoma,SEC,"{'overall': 0.15, 'pass': 0.074, 'rush': 0.207, 'firstDown': 0.161, 'secondDown': 0.158, 'thirdDown': 0.11, 'standardDowns': 0.177, 'passingDowns': 0.092}"
2024,5122883,Dylan Lee,RB,Iowa State,B12,"{'overall': 0.1, 'pass': 0.019, 'rush': 0.162, 'firstDown': 0.121, 'secondDown': 0.077, 'thirdDown': 0.095, 'standardDowns': 0.115, 'passingDowns': 0.042}"
2024,5123048,Jason Patterson,RB,Kentucky,SEC,"{'overall': 0.128, 'pass': 0.014, 'rush': 0.218, 'firstDown': 0.197, 'secondDown': 0.098, 'thirdDown': 0.032, 'standardDowns': 0.183, 'passingDowns': 0}"
2024,5123663,Isaac Teslaa,WR,Arkansas,SEC,"{'overall': 0.046, 'pass': 0.089, 'rush': 0, 'firstDown': 0.049, 'secondDown': 0.023, 'thirdDown': 0.077, 'standardDowns': 0.036, 'passingDowns': 0.066}"
2024,5123665,Trey Owens,QB,Texas,SEC,"{'overall': 0.076, 'pass': 0.125, 'rush': 0.029, 'firstDown': 0.031, 'secondDown': 0.043, 'thirdDown': 0.222, 'standardDowns': 0.022, 'passingDowns': 0.19}"
2024,5123988,Taylor Bradshaw,WR,Georgia Southern,SBC,"{'overall': 0.015, 'pass': 0.029, 'rush': 0, 'firstDown': 0, 'secondDown': 0.048, 'thirdDown': 0, 'standardDowns': 0, 'passingDowns': 0.036}"
2024,5124334,PJ Martin,RB,South Alabama,SBC,"{'overall': 0.044, 'pass': 0.019, 'rush': 0.063, 'firstDown': 0.036, 'secondDown': 0.043, 'thirdDown': 0.074, 'standardDowns': 0.034, 'passingDowns': 0.071}"
2024,5124338,Josh Ford,TE,Oklahoma State,B12,"{'overall': 0.028, 'pass': 0.05, 'rush': 0, 'firstDown': 0.023, 'secondDown': 0.016, 'thirdDown': 0.062, 'standardDowns': 0.019, 'passingDowns': 0.045}"
2024,5124516,Tre' Hartwell,RB,Western Michigan,MAC,"{'overall': 0.05, 'pass': 0, 'rush': 0.083, 'firstDown': 0.032, 'secondDown': 0.1, 'thirdDown': 0, 'standardDowns': 0.05, 'passingDowns': 0.05}"
2024,5124975,Juelz Goff,RB,Pittsburgh,ACC,"{'overall': 0.092, 'pass': 0.058, 'rush': 0.131, 'firstDown': 0.109, 'secondDown': 0.11, 'thirdDown': 0.042, 'standardDowns': 0.107, 'passingDowns': 0.064}"
2024,5125301,Carson Cruver,QB,Florida Atlantic,AAC,"{'overall': 0.014, 'pass': 0.037, 'rush': 0, 'firstDown': 0, 'secondDown': 0, 'thirdDown': 0.1, 'standardDowns': 0.017, 'passingDowns': 0}"
2024,5125335,Rodney Fields Jr.,RB,Oklahoma State,B12,"{'overall': 0.091, 'pass': 0.027, 'rush': 0.167, 'firstDown': 0.097, 'secondDown': 0.1, 'thirdDown': 0.059, 'standardDowns': 0.1, 'passingDowns': 0.071}"
2024,5125366,Sesi Vailahi,RB,Oklahoma State,B12,"{'overall': 0.07, 'pass': 0.022, 'rush': 0.134, 'firstDown': 0.071, 'secondDown': 0.06, 'thirdDown': 0.08, 'standardDowns': 0.078, 'passingDowns': 0.054}"
2024,5125521,Arhmad Branch,WR,Purdue,B1G,"{'overall': 0.017, 'pass': 0, 'rush': 0.031, 'firstDown': 0.033, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.022, 'passingDowns': 0}"
2024,5125525,Jahzae Kimbrough,RB,Kent State,MAC,"{'overall': 0.091, 'pass': 0.029, 'rush': 0.16, 'firstDown': 0.126, 'secondDown': 0.066, 'thirdDown': 0.042, 'standardDowns': 0.116, 'passingDowns': 0.052}"
2024,5125580,Chad Alexander,RB,Georgia Tech,ACC,"{'overall': 0.091, 'pass': 0.017, 'rush': 0.148, 'firstDown': 0.109, 'secondDown': 0.078, 'thirdDown': 0.082, 'standardDowns': 0.11, 'passingDowns': 0.038}"
2024,5125593,Bailey Stockton,WR,Georgia Tech,ACC,"{'overall': 0.027, 'pass': 0.049, 'rush': 0.006, 'firstDown': 0.018, 'secondDown': 0.033, 'thirdDown': 0.042, 'standardDowns': 0.018, 'passingDowns': 0.049}"
2024,5125715,Colton Joseph,QB,Old Dominion,SBC,"{'overall': 0.553, 'pass': 0.881, 'rush': 0.3, 'firstDown': 0.46, 'secondDown': 0.605, 'thirdDown': 0.664, 'standardDowns': 0.476, 'passingDowns': 0.707}"
2024,5125724,Cam Crooks,RB,Tulsa,AAC,"{'overall': 0.028, 'pass': 0, 'rush': 0.049, 'firstDown': 0.059, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.038, 'passingDowns': 0}"
2024,5125733,Joey Mattord,RB,Eastern Michigan,MAC,"{'overall': 0.073, 'pass': 0.052, 'rush': 0.102, 'firstDown': 0.047, 'secondDown': 0.063, 'thirdDown': 0.13, 'standardDowns': 0.045, 'passingDowns': 0.126}"
2024,5125734,Luke Mcgary,TE,Tulsa,AAC,"{'overall': 0.027, 'pass': 0.052, 'rush': 0, 'firstDown': 0.018, 'secondDown': 0.037, 'thirdDown': 0.034, 'standardDowns': 0.018, 'passingDowns': 0.045}"
2024,5125754,Jai'Den Thomas,RB,UNLV,MWC,"{'overall': 0.189, 'pass': 0.036, 'rush': 0.277, 'firstDown': 0.207, 'secondDown': 0.192, 'thirdDown': 0.135, 'standardDowns': 0.213, 'passingDowns': 0.13}"
2024,5125765,PJ Hatter,QB,Texas State,SBC,"{'overall': 0.108, 'pass': 0, 'rush': 0.226, 'firstDown': 0.083, 'secondDown': 0.167, 'thirdDown': 0.1, 'standardDowns': 0.082, 'passingDowns': 0.188}"
2024,5125768,DeAngelo Irvin Jr.,WR,UNLV,MWC,"{'overall': 0.028, 'pass': 0.038, 'rush': 0.023, 'firstDown': 0.033, 'secondDown': 0.027, 'thirdDown': 0.021, 'standardDowns': 0.026, 'passingDowns': 0.032}"
2024,5125819,Darrell Gill Jr.,WR,Syracuse,ACC,"{'overall': 0.046, 'pass': 0.067, 'rush': 0.007, 'firstDown': 0.04, 'secondDown': 0.052, 'thirdDown': 0.055, 'standardDowns': 0.04, 'passingDowns': 0.058}"
2024,5125823,DJ McKinney,RB,Sam Houston,CUSA,"{'overall': 0.133, 'pass': 0.042, 'rush': 0.198, 'firstDown': 0.117, 'secondDown': 0.192, 'thirdDown': 0.082, 'standardDowns': 0.151, 'passingDowns': 0.09}"
2024,5125900,Joshua Dye,RB,UTEP,CUSA,"{'overall': 0.039, 'pass': 0, 'rush': 0.075, 'firstDown': 0.079, 'secondDown': 0.021, 'thirdDown': 0, 'standardDowns': 0.058, 'passingDowns': 0}"
2024,5125905,Corri Milliner,WR,UAB,AAC,"{'overall': 0.052, 'pass': 0.092, 'rush': 0, 'firstDown': 0.047, 'secondDown': 0.044, 'thirdDown': 0.08, 'standardDowns': 0.041, 'passingDowns': 0.076}"
2024,5126464,Deuce Adams,QB,Louisville,ACC,"{'overall': 0.016, 'pass': 0, 'rush': 0.038, 'firstDown': 0.031, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.023, 'passingDowns': 0}"
2024,5126465,Tim Carpenter,QB,Tulsa,AAC,"{'overall': 0.074, 'pass': 0.074, 'rush': 0.074, 'firstDown': 0.065, 'secondDown': 0.074, 'thirdDown': 0.088, 'standardDowns': 0.08, 'passingDowns': 0.06}"
2024,5126468,Will Hammond,QB,Texas Tech,B12,"{'overall': 0.241, 'pass': 0.385, 'rush': 0.104, 'firstDown': 0.239, 'secondDown': 0.204, 'thirdDown': 0.293, 'standardDowns': 0.23, 'passingDowns': 0.267}"
2024,5126470,Trever Jackson,QB,Florida State,ACC,"{'overall': 0.018, 'pass': 0, 'rush': 0.032, 'firstDown': 0.037, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.025, 'passingDowns': 0}"
2024,5126474,Danny O'Neil,QB,San Diego State,MWC,"{'overall': 0.527, 'pass': 0.907, 'rush': 0.128, 'firstDown': 0.479, 'secondDown': 0.496, 'thirdDown': 0.656, 'standardDowns': 0.462, 'passingDowns': 0.64}"
2024,5126510,Gideon Ituka,RB,Wisconsin,B1G,"{'overall': 0.028, 'pass': 0, 'rush': 0.05, 'firstDown': 0.03, 'secondDown': 0.042, 'thirdDown': 0, 'standardDowns': 0.038, 'passingDowns': 0}"
2024,5126513,Jayden Scott,RB,NC State,ACC,"{'overall': 0.05, 'pass': 0, 'rush': 0.079, 'firstDown': 0.069, 'secondDown': 0.048, 'thirdDown': 0, 'standardDowns': 0.061, 'passingDowns': 0}"
2024,5126514,Harry Stewart III,RB,Kansas,B12,"{'overall': 0.111, 'pass': 0, 'rush': 0.167, 'firstDown': 0.103, 'secondDown': 0.143, 'thirdDown': 0.1, 'standardDowns': 0.094, 'passingDowns': 0.2}"
2024,5126515,Sam Williams-Dixon,RB,Ohio State,B1G,"{'overall': 0.034, 'pass': 0, 'rush': 0.067, 'firstDown': 0.03, 'secondDown': 0.049, 'thirdDown': 0.028, 'standardDowns': 0.039, 'passingDowns': 0.02}"
2024,5126536,Ryner Swanson,TE,BYU,B12,"{'overall': 0.024, 'pass': 0.051, 'rush': 0, 'firstDown': 0.03, 'secondDown': 0.006, 'thirdDown': 0.044, 'standardDowns': 0.02, 'passingDowns': 0.031}"
2024,5126537,Jamar Taylor Jr.,WR,Temple,AAC,"{'overall': 0.038, 'pass': 0.065, 'rush': 0, 'firstDown': 0.042, 'secondDown': 0.018, 'thirdDown': 0.063, 'standardDowns': 0.038, 'passingDowns': 0.038}"
2024,5127885,Kwazi Gilmer,WR,UCLA,B1G,"{'overall': 0.065, 'pass': 0.11, 'rush': 0.004, 'firstDown': 0.067, 'secondDown': 0.067, 'thirdDown': 0.066, 'standardDowns': 0.062, 'passingDowns': 0.071}"
2024,5127900,Shay Smith,QB,UTEP,CUSA,"{'overall': 0.035, 'pass': 0.028, 'rush': 0.043, 'firstDown': 0.012, 'secondDown': 0.029, 'thirdDown': 0.075, 'standardDowns': 0.044, 'passingDowns': 0.016}"
2024,5130792,Nitro Tuggle,WR,Georgia,SEC,"{'overall': 0.038, 'pass': 0.065, 'rush': 0, 'firstDown': 0.032, 'secondDown': 0.07, 'thirdDown': 0, 'standardDowns': 0.032, 'passingDowns': 0.053}"
2024,5132253,Isiah Canion,WR,Georgia Tech,ACC,"{'overall': 0.022, 'pass': 0.046, 'rush': 0, 'firstDown': 0.022, 'secondDown': 0.019, 'thirdDown': 0.032, 'standardDowns': 0.013, 'passingDowns': 0.046}"
2024,5132629,Braylon Staley,WR,Tennessee,SEC,"{'overall': 0.051, 'pass': 0.106, 'rush': 0, 'firstDown': 0.095, 'secondDown': 0.022, 'thirdDown': 0, 'standardDowns': 0.074, 'passingDowns': 0}"
2024,5132652,Ricky Johnson,WR,Mississippi State,SEC,"{'overall': 0.029, 'pass': 0.063, 'rush': 0, 'firstDown': 0.031, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.037, 'passingDowns': 0}"
2024,5132812,Aaron Philo,QB,Georgia Tech,ACC,"{'overall': 0.305, 'pass': 0.557, 'rush': 0.081, 'firstDown': 0.168, 'secondDown': 0.333, 'thirdDown': 0.509, 'standardDowns': 0.201, 'passingDowns': 0.541}"
2024,5136049,Duke Watson,RB,Louisville,ACC,"{'overall': 0.092, 'pass': 0.013, 'rush': 0.176, 'firstDown': 0.12, 'secondDown': 0.086, 'thirdDown': 0.035, 'standardDowns': 0.112, 'passingDowns': 0.044}"
2024,5136180,Traville Frederick Jr.,TE,Houston,B12,"{'overall': 0.017, 'pass': 0.031, 'rush': 0, 'firstDown': 0.04, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.028, 'passingDowns': 0}"
2024,5136838,Willie Rodriguez,TE,Kentucky,SEC,"{'overall': 0.024, 'pass': 0.051, 'rush': 0, 'firstDown': 0.021, 'secondDown': 0.016, 'thirdDown': 0.053, 'standardDowns': 0.015, 'passingDowns': 0.041}"
2024,5138131,Deshawn Purdie,QB,Charlotte,AAC,"{'overall': 0.446, 'pass': 0.745, 'rush': 0.07, 'firstDown': 0.426, 'secondDown': 0.399, 'thirdDown': 0.552, 'standardDowns': 0.416, 'passingDowns': 0.503}"
2024,5138131,Deshawn Purdie,QB,Charlotte,,"{'overall': 0.446, 'pass': 0.745, 'rush': 0.07, 'firstDown': 0.426, 'secondDown': 0.399, 'thirdDown': 0.552, 'standardDowns': 0.416, 'passingDowns': 0.503}"
2024,5138132,Corey Smith,WR,Tulsa,AAC,"{'overall': 0.03, 'pass': 0.054, 'rush': 0.005, 'firstDown': 0.034, 'secondDown': 0.014, 'thirdDown': 0.04, 'standardDowns': 0.026, 'passingDowns': 0.036}"
2024,5138293,Reece Vander Zee,WR,Iowa,B1G,"{'overall': 0.041, 'pass': 0.101, 'rush': 0, 'firstDown': 0.02, 'secondDown': 0.027, 'thirdDown': 0.103, 'standardDowns': 0.028, 'passingDowns': 0.076}"
2024,5138451,Luke Reynolds,TE,Penn State,B1G,"{'overall': 0.025, 'pass': 0.055, 'rush': 0.004, 'firstDown': 0.016, 'secondDown': 0.031, 'thirdDown': 0.029, 'standardDowns': 0.017, 'passingDowns': 0.05}"
2024,5139055,Josh Ringer,RB,Miami (OH),MAC,"{'overall': 0.043, 'pass': 0.015, 'rush': 0.063, 'firstDown': 0.027, 'secondDown': 0.038, 'thirdDown': 0.094, 'standardDowns': 0.026, 'passingDowns': 0.085}"
2024,5139057,Ashton Bethel-Roman,WR,Texas A&M,SEC,"{'overall': 0.029, 'pass': 0.057, 'rush': 0, 'firstDown': 0, 'secondDown': 0.022, 'thirdDown': 0.095, 'standardDowns': 0.01, 'passingDowns': 0.088}"
2024,5139854,Trey Jackson,TE,Texas Tech,B12,"{'overall': 0.012, 'pass': 0.017, 'rush': 0, 'firstDown': 0, 'secondDown': 0, 'thirdDown': 0.053, 'standardDowns': 0.018, 'passingDowns': 0}"
2024,5139857,Caden Williams,RB,Liberty,CUSA,"{'overall': 0.073, 'pass': 0, 'rush': 0.11, 'firstDown': 0.067, 'secondDown': 0.078, 'thirdDown': 0.054, 'standardDowns': 0.085, 'passingDowns': 0.039}"
2024,5140620,Connor Moberly,QB,Iowa State,B12,"{'overall': 0.081, 'pass': 0.11, 'rush': 0.054, 'firstDown': 0.043, 'secondDown': 0.129, 'thirdDown': 0.073, 'standardDowns': 0.055, 'passingDowns': 0.136}"
2024,5141378,Cutter Boley,QB,Kentucky,SEC,"{'overall': 0.24, 'pass': 0.463, 'rush': 0.031, 'firstDown': 0.195, 'secondDown': 0.232, 'thirdDown': 0.357, 'standardDowns': 0.179, 'passingDowns': 0.36}"
2024,5141395,EJ Colson,QB,UCF,B12,"{'overall': 0.197, 'pass': 0.257, 'rush': 0.137, 'firstDown': 0.246, 'secondDown': 0.149, 'thirdDown': 0.161, 'standardDowns': 0.198, 'passingDowns': 0.196}"
2024,5141471,Hardley Gilmore IV,WR,Kentucky,SEC,"{'overall': 0.023, 'pass': 0.04, 'rush': 0.006, 'firstDown': 0.022, 'secondDown': 0.04, 'thirdDown': 0, 'standardDowns': 0.025, 'passingDowns': 0.02}"
2024,5141684,Austin Simmons,QB,Ole Miss,SEC,"{'overall': 0.072, 'pass': 0.125, 'rush': 0.016, 'firstDown': 0.068, 'secondDown': 0.061, 'thirdDown': 0.096, 'standardDowns': 0.058, 'passingDowns': 0.115}"
2024,5141711,Ryan Williams,WR,Alabama,SEC,"{'overall': 0.095, 'pass': 0.199, 'rush': 0.011, 'firstDown': 0.105, 'secondDown': 0.083, 'thirdDown': 0.091, 'standardDowns': 0.082, 'passingDowns': 0.129}"
2024,5141763,Amaree Williams,TE,Florida State,ACC,"{'overall': 0.024, 'pass': 0.037, 'rush': 0.009, 'firstDown': 0.01, 'secondDown': 0, 'thirdDown': 0.078, 'standardDowns': 0.02, 'passingDowns': 0.031}"
2024,5141795,Braylon Isom,WR,Miami (OH),MAC,"{'overall': 0.051, 'pass': 0.111, 'rush': 0, 'firstDown': 0.037, 'secondDown': 0.105, 'thirdDown': 0, 'standardDowns': 0.048, 'passingDowns': 0.059}"
2024,5142140,Khobie Martin,RB,Indiana,B1G,"{'overall': 0.104, 'pass': 0, 'rush': 0.163, 'firstDown': 0.085, 'secondDown': 0.125, 'thirdDown': 0.105, 'standardDowns': 0.105, 'passingDowns': 0.1}"
2024,5142238,Tyler Mason,RB,Virginia Tech,ACC,"{'overall': 0.103, 'pass': 0.023, 'rush': 0.159, 'firstDown': 0.128, 'secondDown': 0.088, 'thirdDown': 0.083, 'standardDowns': 0.133, 'passingDowns': 0.031}"
2024,5142264,Jay Lindsey,TE,Alabama,SEC,"{'overall': 0.013, 'pass': 0.029, 'rush': 0, 'firstDown': 0.029, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.017, 'passingDowns': 0}"
2024,5142321,Chris Wheatley-Humphrey,RB,Miami,ACC,"{'overall': 0.013, 'pass': 0, 'rush': 0.025, 'firstDown': 0.024, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.018, 'passingDowns': 0}"
2024,5142753,Jesse Watson,WR,Purdue,B1G,"{'overall': 0.016, 'pass': 0.028, 'rush': 0, 'firstDown': 0.03, 'secondDown': 0, 'thirdDown': 0, 'standardDowns': 0.02, 'passingDowns': 0}"
2024,5143191,Micah Ford,RB,Stanford,ACC,"{'overall': 0.154, 'pass': 0.062, 'rush': 0.254, 'firstDown': 0.155, 'secondDown': 0.166, 'thirdDown': 0.153, 'standardDowns': 0.157, 'passingDowns': 0.147}"
